timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1774414841784,7744,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-3,,true,,7799,5576,10,10,null,0,267272,1100
1774414882876,2573,Enter URl-1,200,OK,Xploria-Des 1-3,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,2573,0,25
1774414936676,807,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-3,text,true,,798,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,807,0,529
1774414971892,276,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-3,text,true,,2331,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,276,0,0
1774415005298,762,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-3,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,762,0,501
1774415045692,38,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-3,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,26
1774415080458,771,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-3,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,771,0,0
1774415114282,2517,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-3,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,2517,0,19
1774415005573,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,111228,0
1774414840786,9400,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-2,,true,,7800,5576,10,10,null,0,266615,1123
1774414880748,2489,Enter URl-1,200,OK,Xploria-Des 1-2,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,2489,0,34
1774414934701,776,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-2,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,776,0,515
1774414970373,261,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-2,text,true,,2332,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,261,0,0
1774415004783,790,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-2,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,790,0,516
1774415045542,47,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-2,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,36
1774415078630,2606,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-2,text,true,,754,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,2606,0,0
1774415114370,2431,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-2,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,2431,0,22
1774415005799,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,111005,0
1774414839795,7240,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-1,,true,,7799,5575,10,10,null,0,269770,1432
1774414880145,2336,Enter URl-1,200,OK,Xploria-Des 1-1,text,true,,646,865,10,10,https://activity-xploria.lovable.app/~api/analytics,2336,0,377
1774414934522,783,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-1,text,true,,798,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,783,0,513
1774414970020,262,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-1,text,true,,2332,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,262,0,0
1774415005031,768,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-1,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,767,0,500
1774415046077,31,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-1,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,19
1774415080739,497,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-1,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,497,0,0
1774415114241,2563,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-1,text,true,,341,1503,10,10,https://activity-xploria.lovable.app/~api/analytics,2563,0,23
1774415005730,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,112738,0
1774414842782,7297,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-4,,true,,7799,5576,10,10,null,0,268389,1089
1774414882168,2335,Enter URl-1,200,OK,Xploria-Des 1-4,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,2335,0,35
1774414935882,768,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-4,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,768,0,507
1774414971194,263,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-4,text,true,,2332,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,263,0,0
1774415004943,787,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-4,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,787,0,507
1774415046763,40,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-4,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,21
1774415080462,767,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-4,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,767,0,0
1774415116131,2337,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-4,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,2336,0,19
1774415009837,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,109028,0
1774414844782,5230,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-6,,true,,7797,5576,10,10,null,0,268853,1086
1774414885554,1891,Enter URl-1,200,OK,Xploria-Des 1-6,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,1891,0,25
1774414939076,798,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-6,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,798,0,526
1774414974819,267,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-6,text,true,,2331,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,267,0,0
1774415009093,743,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-6,text,true,,2331,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,743,0,495
1774415049649,31,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-6,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,20
1774415083465,226,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-6,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,226,0,0
1774415117591,1274,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-6,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,1274,0,20
1774415008745,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,110852,0
1774414846781,4964,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-8,,true,,7798,5576,10,10,null,0,267852,1094
1774414887131,1492,Enter URl-1,200,OK,Xploria-Des 1-8,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,1492,0,22
1774414939730,776,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-8,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,776,0,495
1774414973609,263,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-8,text,true,,2332,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,263,0,0
1774415007929,815,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-8,text,true,,2331,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,815,0,540
1774415049816,29,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-8,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,18
1774415083555,223,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-8,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,223,0,0
1774415118231,1366,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-8,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,1366,0,19
1774415009200,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,110400,0
1774414845782,4159,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-7,,true,,7798,5576,10,10,null,0,269659,1098
1774414886252,1194,Enter URl-1,200,OK,Xploria-Des 1-7,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,1194,0,37
1774414939222,792,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-7,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,792,0,521
1774414973862,264,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-7,text,true,,2331,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,264,0,0
1774415008436,764,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-7,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,764,0,501
1774415049866,30,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-7,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,19
1774415084196,222,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-7,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,222,0,0
1774415118707,893,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-7,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,893,0,20
1774415010059,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,110545,0
1774414847780,4366,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-9,,true,,7797,5575,10,10,null,0,268458,1072
1774414888434,1373,Enter URl-1,200,OK,Xploria-Des 1-9,text,true,,646,865,10,10,https://activity-xploria.lovable.app/~api/analytics,1373,0,28
1774414941635,770,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-9,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,770,0,502
1774414975935,264,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-9,text,true,,2332,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,264,0,0
1774415009299,759,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-9,text,true,,2331,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,759,0,502
1774415051224,33,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-9,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,22
1774415085513,222,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-9,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,222,0,0
1774415119659,945,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-9,text,true,,341,1503,10,10,https://activity-xploria.lovable.app/~api/analytics,945,0,18
1774415009777,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,113276,0
1774414843783,6223,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-5,,true,,7798,5575,10,10,null,0,273047,1080
1774414884659,2008,Enter URl-1,200,OK,Xploria-Des 1-5,text,true,,646,865,10,10,https://activity-xploria.lovable.app/~api/analytics,2008,0,27
1774414939000,803,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-5,text,true,,798,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,803,0,527
1774414974416,268,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-5,text,true,,2331,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,267,0,0
1774415009032,744,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-5,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,744,0,488
1774415050981,37,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-5,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,20
1774415085856,223,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-5,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,223,0,0
1774415120913,2140,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-5,text,true,,341,1503,10,10,https://activity-xploria.lovable.app/~api/analytics,2140,0,18
1774415013152,0,"Enter Location, In&OutDate , & Headcount",200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,110349,0
1774414848779,5007,User Journey – Activity Booking,200,"Number of samples in transaction : 7, number of failing samples : 0",Xploria-Des 1-10,,true,,7798,5576,10,10,null,0,269715,1090
1774414888746,831,Enter URl-1,200,OK,Xploria-Des 1-10,text,true,,647,865,10,10,https://activity-xploria.lovable.app/~api/analytics,831,0,30
1774414941427,767,"Enter Location, In&OutDate , & Headcount-1",200,OK,Xploria-Des 1-10,text,true,,797,544,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Du&locationTypes=4,767,0,510
1774414977163,268,"Enter Location, In&OutDate , & Headcount-2",200,OK,Xploria-Des 1-10,text,true,,2331,547,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai&locationTypes=4,268,0,0
1774415012377,775,"Enter Location, In&OutDate , & Headcount-3",200,OK,Xploria-Des 1-10,text,true,,2332,580,10,10,https://autosuggest.travel.zentrumhub.com/api/locations/locationcontent/autosuggest?term=Dubai%2C+Dubai%2C+United+Arab+Emirates&locationTypes=4,775,0,506
1774415053563,46,"Enter Location, In&OutDate , & Headcount-4",204,No Content,Xploria-Des 1-10,,true,,597,625,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,0,0,26
1774415087189,222,"Enter Location, In&OutDate , & Headcount-5",200,OK,Xploria-Des 1-10,text,true,,753,911,10,10,https://activity-api.dev.prod.zentrumhub.com/api/activity/availability,222,0,0
1774415121403,2098,"Enter Location, In&OutDate , & Headcount-6",200,OK,Xploria-Des 1-10,text,true,,341,1504,10,10,https://activity-xploria.lovable.app/~api/analytics,2098,0,18
1774415194574,366,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-2,text,false,,1227,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,366,0,28
1774415194563,382,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-1,text,false,,1227,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,382,0,39
1774415194597,395,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-3,text,false,,1243,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,395,0,25
1774415196295,398,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-4,text,false,,1231,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,398,0,20
1774415196652,366,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-6,text,false,,1231,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,366,0,23
1774415197397,398,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-8,text,false,,1231,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,398,0,29
1774415197438,358,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-7,text,false,,1243,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,358,0,26
1774415198433,319,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-9,text,false,,1231,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,319,0,28
1774415200830,335,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-5,text,false,,1239,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,335,0,23
1774415201281,352,Enter Login Cre-and Login-1,429,Too Many Requests,Xploria-Des 1-10,text,false,,1231,2081,10,10,https://zentrumhub.us.auth0.com/usernamepassword/login,352,0,22
1774415224944,293,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-2,text,false,,3821,3116,10,10,https://zentrumhub.us.auth0.com/login/callback,292,0,0
1774415224948,325,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-1,text,false,,3821,3116,10,10,https://zentrumhub.us.auth0.com/login/callback,324,0,0
1774415224994,290,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-3,text,false,,3821,3132,10,10,https://zentrumhub.us.auth0.com/login/callback,290,0,0
1774415226695,310,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-4,text,false,,3821,3120,10,10,https://zentrumhub.us.auth0.com/login/callback,310,0,0
1774415227019,331,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-6,text,false,,3821,3120,10,10,https://zentrumhub.us.auth0.com/login/callback,331,0,0
1774415227797,306,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-7,text,false,,3821,3132,10,10,https://zentrumhub.us.auth0.com/login/callback,305,0,0
1774415227796,334,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-8,text,false,,3821,3120,10,10,https://zentrumhub.us.auth0.com/login/callback,334,0,0
1774415228754,284,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-9,text,false,,3821,3120,10,10,https://zentrumhub.us.auth0.com/login/callback,283,0,0
1774415231165,308,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-5,text,false,,3821,3128,10,10,https://zentrumhub.us.auth0.com/login/callback,308,0,0
1774415231634,334,Enter Login Cre-and Login-2,403,Forbidden,Xploria-Des 1-10,text,false,,3821,3120,10,10,https://zentrumhub.us.auth0.com/login/callback,334,0,0
1774415255243,332,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-2,text,false,,3959,1387,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,332,0,29
1774415255274,335,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-1,text,false,,3959,1387,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,335,0,21
1774415255289,323,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-3,text,false,,3959,1403,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,323,0,21
1774415257019,344,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-4,text,false,,3959,1391,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,344,0,23
1774415257361,338,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-6,text,false,,3959,1391,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,337,0,19
1774415258139,339,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-8,text,false,,3959,1391,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,339,0,18
1774415258109,672,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-7,text,false,,3959,1403,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,671,0,19
1774415259042,341,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-9,text,false,,3959,1391,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,340,0,26
1774415261481,353,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-5,text,false,,3959,1399,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,353,0,22
1774415261977,325,Enter Login Cre-and Login-3,401,Unauthorized,Xploria-Des 1-10,text,false,,3959,1391,10,10,https://zentrumhub.us.auth0.com/authorize/resume?state=l9sVUV02R18TqR7qfJDeIwPxbuJgKKeZ,325,0,34
1774415285611,279,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-1,,true,,965,772,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
1774415285579,317,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-2,,true,,965,772,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
1774415285625,313,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-3,,true,,965,788,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
1774415287367,311,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-4,,true,,965,776,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
1774415287710,332,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-6,,true,,965,776,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
1774415288486,296,Enter Login Cre-and Login-5,204,No Content,Xploria-Des 1-8,,true,,965,776,10,10,https://zentrumhub.us.auth0.com/oauth/token,0,0,0
